,ID,GROUP,CONDITION,Q1,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q2H,Q2I,Q3A,Q3B,Q3C,Q3D,Q3E,Q3F,Q3G,Q3H,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q4I,Q4J,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q5H,Q5I,Q5J,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,T2Q1,T2Q2A,T2Q2B,T2Q2C,T2Q2D,T2Q2E,T2Q2F,T2Q2G,T2Q2H,T2Q2I,T2Q3A,T2Q3B,T2Q3C,T2Q3D,T2Q3E,T2Q3F,T2Q3G,T2Q3H,T2Q4A,T2Q4B,T2Q4C,T2Q4D,T2Q4E,T2Q4F,T2Q4G,T2Q4H,T2Q4I,T2Q4J,T2Q5A,T2Q5B,T2Q5C,T2Q5D,T2Q5E,T2Q5F,T2Q5G,T2Q5H,T2Q5I,T2Q5J,T2Q6A,T2Q6B,T2Q6C,T2Q6D,T2Q6E,T2Q6F,T2Q6G,T2Q6H,T2Q6I,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
334,334,18,1,8,8,2,0,10,10,10,8,10,10,10,10,10,98,9,0,5,8,1,0,10,0,5,2,1,0,0,0,8,0,2,5,9,6,7,0,10,10,10,77,77,10,8,77,2,3,6,0,5,5,7,5,10,4,10,9,10,7,8,9,10,6,7,4,1,10,8,4,6,7,10,1,4,7,0,0,1,9,6,7,10,5,8,0,10,10,9,5,8,9,9,5,77,9,7,"Asian, non-Hispanic",30-44,BA or above,Republican,Male,39
335,335,7,1,8,8,7,3,3,2,8,8,6,7,5,5,5,5,6,5,5,4,6,8,6,6,3,8,8,3,2,2,6,4,4,7,6,6,6,4,6,7,3,6,5,5,6,3,3,6,4,6,8,9,9,7,6,3,7,8,3,8,1,7,3,2,2,2,2,4,7,3,5,3,3,3,7,3,0,0,3,3,3,7,9,1,8,4,8,9,3,5,2,7,4,2,7,9,2,"White, non-Hispanic",45-59,Some college,Republican,Female,51
336,336,2,1,6,0,10,10,10,10,5,5,10,0,10,10,10,10,5,5,77,10,5,9,0,10,7,77,5,10,10,5,0,77,5,5,10,10,5,6,7,10,77,5,7,5,77,77,10,8,5,5,7,0,10,5,10,10,3,0,10,0,5,7,8,10,5,1,5,5,5,5,5,2,5,0,5,7,5,3,0,5,5,5,10,5,5,8,2,8,77,0,5,8,5,77,8,10,3,"Black, non-Hispanic",18-29,Some college,Democrat,Female,21
337,337,10,1,7,2,10,5,10,10,10,0,5,2,5,2,8,8,10,5,8,3,8,5,0,10,10,0,0,0,5,0,2,0,5,10,10,5,10,2,10,10,5,10,8,9,10,0,2,8,10,8,3,0,10,5,10,10,6,1,10,0,10,2,8,2,10,0,10,5,9,10,5,10,10,0,5,8,4,0,2,5,8,10,10,10,5,0,10,10,10,10,9,10,8,10,5,5,7,"2+, non-Hispanic",60+,BA or above,Independent,Male,62
338,338,26,1,4,4,10,10,5,10,10,10,10,5,10,10,10,10,5,0,5,10,5,10,10,10,5,0,10,5,5,0,0,98,10,10,10,10,10,10,10,10,10,5,10,10,5,10,10,10,5,5,5,5,9,5,8,10,10,10,10,10,10,6,8,7,6,0,0,3,5,8,8,8,8,0,6,6,6,6,0,0,7,8,10,6,10,6,10,10,8,5,10,10,7,10,10,10,8,Hispanic,60+,No HS diploma,Democrat,Male,68
339,339,21,1,3,5,9,10,9,9,9,10,10,1,10,10,9,9,1,0,0,9,4,8,0,10,9,0,8,3,7,1,0,0,9,9,10,9,9,10,10,10,10,0,8,10,9,10,10,8,1,10,8,1,10,8,8,9,5,10,10,0,10,10,8,9,1,0,5,4,9,2,0,10,9,0,7,1,0,0,0,0,9,9,10,8,7,4,10,7,10,1,7,9,8,10,10,6,0,"White, non-Hispanic",60+,BA or above,Democrat,Male,78
340,340,36,1,4,4,10,9,7,7,7,9,10,0,10,9,7,8,5,0,1,7,5,8,0,9,7,0,9,5,5,1,0,0,5,5,10,7,5,5,5,7,8,0,10,9,5,9,10,9,3,5,6,2,10,8,7,7,9,10,10,4,10,10,10,5,1,0,1,7,9,10,5,9,9,0,9,8,2,3,0,2,5,4,10,8,8,5,10,10,10,1,8,10,5,8,10,8,2,"White, non-Hispanic",45-59,BA or above,Democrat,Female,53
341,341,9,1,5,5,7,8,8,8,5,10,10,5,10,10,8,5,2,0,5,4,10,8,0,9,9,8,98,5,77,2,0,0,77,5,10,8,5,5,9,8,9,2,7,9,0,10,10,8,0,9,8,0,7,9,9,9,8,10,10,0,10,10,10,7,2,0,5,2,10,2,2,10,10,5,5,5,2,0,0,0,4,3,10,9,9,9,10,9,10,2,2,9,3,10,9,7,1,"White, non-Hispanic",45-59,BA or above,Democrat,Male,59
342,342,27,1,10,77,8,10,0,0,10,7,3,10,10,77,77,5,5,6,4,5,7,10,8,5,10,5,10,10,10,10,2,0,5,10,10,10,10,5,10,7,10,0,5,10,5,10,10,10,5,5,7,9,8,10,0,0,5,0,5,8,8,5,77,0,7,0,7,77,77,0,5,5,10,10,10,10,5,5,0,0,8,8,10,10,10,6,10,10,77,0,5,10,5,10,10,2,0,"Black, non-Hispanic",45-59,BA or above,Independent,Male,46
343,343,33,1,2,10,10,0,10,6,9,8,0,10,5,5,5,0,5,0,0,4,5,0,0,9,3,1,7,0,0,0,5,5,0,0,10,1,1,1,5,9,0,10,10,5,8,0,5,0,5,0,5,5,10,1,9,9,10,9,1,4,1,1,7,1,1,0,0,5,4,2,8,5,9,0,2,1,0,0,5,1,1,8,10,0,8,1,10,10,8,8,9,10,10,7,9,1,6,"White, non-Hispanic",60+,BA or above,Republican,Female,68
344,344,36,1,3,5,7,3,3,2,5,5,7,5,9,8,8,77,1,0,1,1,2,7,3,9,6,3,6,3,4,1,77,77,77,8,8,4,6,2,5,7,2,6,5,77,5,2,4,7,7,3,98,7,8,5,6,6,3,6,8,4,6,6,9,8,3,1,2,1,6,8,4,8,8,1,2,4,1,1,3,1,5,5,10,7,8,4,10,6,3,1,6,10,3,10,8,9,2,"White, non-Hispanic",18-29,Some college,Republican,Male,27
345,345,1,1,5,5,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,8,10,3,9,5,10,1,7,6,7,4,6,6,3,3,7,7,5,8,5,8,8,6,2,2,0,0,6,5,5,8,10,7,9,4,9,7,9,7,9,5,7,5,5,7,1,"Black, non-Hispanic",30-44,BA or above,Democrat,Female,37
346,346,39,1,9,5,10,2,10,5,7,2,8,7,77,77,2,5,6,2,5,5,8,5,10,5,7,10,5,4,0,0,10,6,1,3,7,3,10,7,7,8,77,6,7,7,5,10,5,8,8,8,8,8,10,6,10,8,10,8,7,9,2,5,8,8,10,10,10,4,2,3,5,2,5,10,1,1,1,1,9,10,5,9,9,10,10,5,7,9,5,9,9,8,5,2,2,5,3,"White, non-Hispanic",30-44,Some college,Republican,Female,35
347,347,6,1,9,3,7,10,7,7,5,0,10,5,10,5,5,10,10,0,0,5,0,0,0,77,10,10,5,0,0,5,0,5,10,10,10,10,10,10,10,10,10,77,10,10,77,10,5,10,10,10,8,5,10,10,0,0,10,10,0,5,0,10,0,0,10,0,77,10,10,0,0,10,10,10,0,0,5,0,10,0,5,1,10,10,10,0,0,10,5,77,5,10,5,0,0,10,10,"Other, non-Hispanic",18-29,Some college,Republican,Female,26
348,348,17,1,1,10,0,0,0,0,2,0,0,10,1,0,2,2,9,7,5,1,1,1,1,5,2,10,0,0,0,0,9,9,5,5,10,9,2,2,10,5,3,10,10,8,5,0,1,5,0,2,5,9,2,2,10,10,10,2,2,9,2,1,6,0,9,1,7,0,1,1,1,6,8,0,0,0,0,0,8,8,2,6,9,2,8,0,10,10,3,8,8,10,2,5,1,5,10,"White, non-Hispanic",60+,BA or above,Independent,Female,65
349,349,12,1,2,5,8,8,77,6,5,10,7,3,77,77,7,77,77,77,77,77,10,10,5,10,8,3,8,10,5,1,77,77,77,98,8,77,77,77,10,10,77,8,77,77,77,77,8,10,10,7,1,2,8,5,7,7,9,9,9,2,8,8,3,77,77,2,77,2,8,7,0,8,8,1,5,77,1,1,6,5,7,8,10,77,7,77,9,10,7,1,1,8,77,8,10,10,77,"Black, non-Hispanic",30-44,BA or above,Independent,Female,38
350,350,22,1,1,0,10,10,10,10,77,5,10,0,10,10,10,10,0,0,0,10,5,10,0,10,10,0,10,10,10,5,0,0,10,10,10,10,10,10,10,10,77,0,10,10,0,10,10,10,0,5,6,0,10,10,10,10,3,2,10,0,10,10,8,7,7,0,6,10,8,10,0,10,10,0,0,8,2,0,0,0,10,10,10,7,3,10,10,10,8,0,10,10,5,10,10,5,2,"White, non-Hispanic",30-44,BA or above,Independent,Male,34
351,351,8,1,6,10,7,0,5,0,10,8,5,8,7,10,8,10,4,0,0,10,7,5,5,4,10,4,5,2,6,0,0,5,4,6,10,10,10,7,10,10,5,2,10,3,4,10,10,7,3,4,7,8,10,1,9,10,10,2,7,4,10,10,10,5,8,5,9,5,4,5,2,8,8,5,0,0,0,0,0,3,3,7,10,5,10,0,10,6,6,0,10,7,2,8,10,5,2,"White, non-Hispanic",30-44,Some college,Independent,Male,39
352,352,19,1,4,0,10,10,8,10,8,8,10,5,10,10,10,10,4,0,0,7,8,10,0,10,9,0,0,0,0,0,0,0,5,5,10,10,10,5,10,10,7,4,10,10,10,10,8,10,10,10,6,2,10,8,8,8,10,10,10,0,10,10,10,7,3,0,0,10,10,0,0,8,7,0,0,0,0,0,0,0,9,7,10,8,8,4,10,10,10,0,10,10,7,9,10,10,7,"White, non-Hispanic",60+,BA or above,Democrat,Male,73
353,353,23,1,3,5,10,8,10,10,10,8,10,5,8,8,8,8,5,0,2,5,7,10,5,10,10,3,7,10,10,0,5,5,5,10,10,8,10,5,7,10,8,8,8,8,7,6,8,10,10,10,4,0,10,6,10,10,10,10,10,2,10,10,8,8,2,0,5,3,9,10,0,10,10,0,8,8,10,0,2,2,6,9,10,8,8,7,10,7,5,2,8,10,8,8,10,7,5,"White, non-Hispanic",45-59,Some college,Republican,Female,54
354,354,11,1,6,0,9,8,8,8,77,7,10,0,9,10,9,10,3,0,0,9,77,10,10,10,9,3,10,10,10,8,5,77,10,10,10,10,10,10,77,77,8,77,10,9,5,77,8,8,1,5,7,0,9,10,9,9,77,5,10,0,10,10,8,10,0,0,0,8,8,10,2,10,5,0,10,10,77,2,3,1,8,8,10,10,10,9,9,10,77,3,9,10,5,10,10,7,0,Hispanic,18-29,BA or above,Democrat,Male,26
355,355,10,1,4,3,7,5,6,5,7,6,7,0,5,7,6,8,3,0,4,5,8,5,2,7,7,0,10,10,9,7,0,0,7,8,10,8,7,5,5,2,5,5,4,6,4,5,10,2,0,2,7,0,10,9,9,8,6,77,10,0,10,9,9,9,6,1,4,3,8,9,0,8,10,5,7,7,3,4,1,1,8,8,10,8,8,5,10,7,9,5,3,7,3,9,9,5,2,"Black, non-Hispanic",30-44,Some college,Independent,Male,37
356,356,37,1,5,0,10,10,10,10,5,10,10,0,10,10,10,10,0,0,0,10,10,10,0,2,8,0,10,10,5,0,0,0,10,10,10,10,10,10,10,10,5,3,10,10,4,10,8,5,8,10,3,0,10,8,1,5,8,10,10,5,10,10,9,10,0,0,0,5,2,5,8,10,10,0,7,9,0,0,2,0,8,8,10,8,8,8,10,10,10,0,8,8,6,10,8,8,2,"Black, non-Hispanic",30-44,Some college,Democrat,Male,38
357,357,13,1,2,0,8,7,7,8,10,8,10,4,10,10,10,7,5,3,1,4,7,10,0,10,8,0,9,3,3,0,1,0,7,7,10,77,77,77,8,5,7,1,7,9,5,6,4,7,3,8,3,1,10,8,10,10,7,10,10,0,10,9,9,8,3,1,0,0,7,10,10,10,7,0,6,7,1,3,0,0,10,10,10,6,7,6,10,5,10,1,3,10,6,8,7,6,2,"White, non-Hispanic",60+,BA or above,Independent,Male,70
358,358,33,1,5,77,77,10,10,8,5,77,0,0,10,10,10,8,77,5,6,10,7,5,4,3,6,5,10,10,10,10,0,3,10,10,10,10,10,10,10,10,5,77,77,8,10,77,10,10,10,10,8,5,10,10,10,10,10,3,10,6,6,3,7,6,10,77,8,2,10,0,0,0,10,5,10,10,10,10,4,10,8,8,10,10,10,6,0,10,77,77,5,9,5,10,10,8,2,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43
359,359,35,1,3,1,1,5,0,10,1,10,10,0,2,9,7,7,2,1,5,6,2,10,0,10,10,0,10,6,10,0,0,0,10,10,10,10,10,10,7,10,6,9,7,4,1,1,10,7,3,10,5,4,5,1,7,5,10,3,10,5,10,10,9,10,2,1,1,5,10,9,10,10,10,3,5,8,9,1,0,0,10,8,98,9,10,9,10,10,10,9,10,10,8,10,10,3,1,"2+, non-Hispanic",45-59,BA or above,Democrat,Male,50
360,360,1,1,7,10,5,3,8,0,8,10,3,10,10,8,7,3,3,0,77,3,5,2,8,5,5,3,0,0,0,0,10,5,0,5,6,6,6,5,8,8,10,0,10,10,7,10,0,7,7,7,7,8,10,5,8,8,10,8,8,3,10,3,8,0,3,3,8,0,7,3,3,5,7,0,3,0,0,0,8,2,2,2,8,10,10,0,10,8,10,0,8,10,8,8,0,8,3,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,24
361,361,7,1,4,6,9,7,6,5,8,4,2,8,0,0,0,0,7,9,7,0,7,0,8,2,4,8,0,0,0,0,10,7,3,1,7,2,2,0,7,6,77,7,7,8,8,1,3,6,8,6,7,2,10,8,9,7,8,8,8,2,0,0,0,0,8,8,7,0,0,0,10,4,7,8,1,3,1,0,9,8,4,5,8,3,5,5,8,8,7,7,7,8,8,3,7,7,7,"White, non-Hispanic",45-59,Some college,Republican,Male,58
362,362,22,1,5,5,7,5,7,5,5,8,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,2,5,3,5,5,8,5,7,5,5,5,5,5,5,5,5,5,8,10,5,8,5,5,10,5,5,6,5,5,10,4,8,5,5,3,5,3,3,5,6,8,5,5,5,2,5,4,3,3,1,1,3,3,7,7,7,5,5,8,6,5,8,8,5,8,8,8,6,"Black, non-Hispanic",30-44,BA or above,Democrat,Female,38
363,363,3,1,98,3,10,8,7,8,9,8,10,4,10,9,9,9,5,2,3,8,5,10,0,10,10,0,8,5,77,0,0,0,5,10,10,7,6,5,5,9,77,5,10,10,9,8,9,8,8,10,10,1,10,8,10,10,7,8,10,0,10,9,10,10,7,0,6,6,4,8,0,7,10,1,7,5,1,0,1,10,9,9,10,9,9,8,6,6,10,7,7,7,7,10,9,7,5,"White, non-Hispanic",60+,BA or above,Democrat,Female,73
364,364,5,1,0,8,2,1,5,5,8,7,1,10,7,9,0,8,1,0,0,10,10,10,0,10,9,0,10,10,77,77,10,0,0,0,77,10,10,10,10,10,0,5,0,5,6,7,10,7,0,8,2,5,5,5,6,6,8,7,2,8,3,4,1,5,3,1,1,7,8,3,1,9,5,1,9,7,4,1,5,2,5,5,9,8,8,10,10,10,2,5,1,5,4,8,8,1,1,"White, non-Hispanic",45-59,BA or above,Independent,Male,59
365,365,17,1,4,0,8,5,5,9,2,8,10,2,7,7,7,77,5,0,0,4,1,10,1,9,7,0,8,5,77,1,0,0,4,6,10,10,10,77,10,10,5,4,10,10,5,9,10,9,6,9,4,0,10,4,77,77,77,8,10,0,7,77,9,77,2,0,0,3,7,10,0,10,8,0,8,1,1,1,0,0,7,9,10,10,10,77,10,10,8,1,10,10,10,10,8,7,77,"White, non-Hispanic",45-59,BA or above,Independent,Female,48
366,366,38,1,8,10,5,0,5,5,8,8,5,10,0,0,0,5,8,6,7,3,8,3,10,5,7,4,3,0,0,0,10,5,0,0,10,10,10,0,10,10,0,8,8,5,7,0,0,6,10,8,9,5,10,1,6,5,5,5,5,3,5,5,5,0,9,5,5,0,10,5,10,7,10,8,0,0,0,0,5,5,0,0,10,8,9,0,10,10,5,7,7,5,5,5,5,2,10,"White, non-Hispanic",60+,Some college,Republican,Female,70
367,367,2,1,7,0,10,10,10,10,10,5,10,5,10,10,10,10,10,0,5,10,5,10,5,10,10,5,10,10,10,5,0,5,5,5,10,5,5,10,5,10,5,5,5,5,5,5,5,10,5,10,10,0,10,10,10,10,10,1,10,0,10,10,10,10,5,0,10,10,5,10,9,10,5,5,5,3,5,5,10,5,10,10,10,10,5,5,10,10,5,7,9,8,5,5,10,10,5,Hispanic,60+,Some college,Democrat,Male,64
368,368,16,1,5,5,8,5,5,5,8,10,10,0,10,5,5,5,5,0,5,2,5,5,10,5,7,10,10,10,10,10,0,0,8,10,10,5,10,10,5,0,5,0,5,5,5,5,10,7,5,7,8,5,10,7,10,10,0,10,10,0,10,5,5,8,2,0,5,5,5,5,3,8,10,8,10,10,10,10,0,5,10,10,10,7,10,10,10,4,5,0,5,8,5,5,10,10,5,"2+, non-Hispanic",45-59,Some college,Democrat,Female,52
369,369,38,1,2,10,10,0,5,0,10,5,5,8,5,5,10,5,5,0,5,0,5,10,0,10,5,0,10,5,2,0,0,0,10,10,10,10,10,77,10,10,5,10,10,9,3,8,10,0,0,8,6,5,10,0,5,3,5,0,7,5,10,7,10,5,8,0,5,0,5,10,0,10,5,0,5,5,0,0,0,0,7,7,10,10,5,3,10,10,10,10,0,5,0,10,10,2,0,"White, non-Hispanic",60+,BA or above,Independent,Male,76
370,370,15,1,5,10,10,5,5,8,10,8,5,5,0,5,0,0,10,5,5,5,0,0,10,0,5,10,0,0,0,0,10,5,2,2,5,5,5,2,5,10,0,10,5,10,10,0,5,5,5,5,7,5,10,8,10,10,10,10,8,5,2,5,5,1,7,0,7,2,2,0,10,0,2,2,0,2,0,0,5,7,2,2,10,2,5,0,8,8,5,5,8,10,8,5,5,5,2,"White, non-Hispanic",30-44,BA or above,Independent,Female,38
371,371,35,1,4,8,10,4,6,7,10,7,8,7,7,7,8,0,9,4,6,7,3,6,8,9,10,5,5,3,2,2,5,7,6,6,9,3,8,4,9,10,6,6,6,7,5,4,5,8,8,4,8,8,8,3,9,9,77,8,9,4,10,8,8,4,7,0,5,6,4,8,9,7,9,5,8,4,1,5,5,2,7,7,10,5,10,3,10,10,10,5,5,10,5,10,6,6,4,Hispanic,45-59,Some college,Independent,Female,55
372,372,34,1,5,8,8,10,5,5,10,7,7,10,7,7,5,7,3,0,0,8,5,10,10,10,10,3,10,10,10,10,0,5,10,5,10,2,8,10,10,5,77,77,77,77,77,77,77,77,5,77,5,10,5,4,7,7,10,6,10,10,10,77,10,10,1,0,0,6,10,0,0,10,10,0,5,10,5,0,0,10,10,10,10,10,10,10,7,10,77,77,6,77,77,10,10,6,0,"2+, non-Hispanic",30-44,Some college,Democrat,Female,34
373,373,23,1,7,8,10,10,10,8,10,8,10,5,10,10,10,10,4,1,77,4,9,2,8,8,8,6,6,10,10,0,4,6,4,7,10,2,9,7,7,9,9,0,5,8,3,77,8,9,5,7,6,2,10,3,10,7,10,7,10,0,10,5,7,8,7,7,8,9,3,2,4,5,8,4,2,7,3,0,1,5,7,9,10,10,10,10,10,10,8,1,5,10,7,9,4,6,2,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27
374,374,15,1,3,10,2,0,0,0,7,9,0,8,5,7,7,7,3,0,1,3,0,4,4,3,9,2,2,0,5,0,3,5,2,6,10,7,7,8,7,7,4,7,4,5,6,7,7,6,6,7,4,7,10,6,6,6,9,10,8,9,10,10,9,7,4,0,0,3,3,4,2,2,8,0,0,0,0,0,2,6,5,6,10,8,8,2,10,9,10,4,3,10,6,7,7,7,6,"White, non-Hispanic",18-29,BA or above,Independent,Male,23
375,375,11,1,7,7,2,5,6,7,10,3,1,8,7,8,5,3,2,0,7,5,3,5,6,6,10,4,2,2,3,5,10,10,1,2,4,7,7,5,7,10,4,5,10,10,10,0,5,10,10,10,8,5,9,6,7,4,3,9,7,5,8,8,9,8,3,2,1,7,8,1,9,10,8,2,2,5,1,0,10,8,8,7,10,7,8,7,10,10,10,8,8,10,9,8,7,7,8,"White, non-Hispanic",30-44,BA or above,Independent,Male,35
376,376,10,1,6,7,8,5,4,4,8,10,5,10,8,8,6,0,5,3,4,6,4,7,8,6,7,5,0,0,4,0,10,6,4,4,8,7,8,3,8,8,6,6,7,10,8,3,3,4,9,6,7,4,6,5,6,6,7,5,6,5,5,5,5,1,8,8,8,2,8,6,8,6,9,1,0,0,0,0,5,4,4,4,8,6,5,4,8,6,6,7,7,7,9,3,1,2,8,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,65
377,377,39,1,4,5,8,7,8,8,77,9,9,5,9,9,9,5,3,0,77,5,77,9,77,5,8,77,5,9,5,4,6,6,8,8,3,10,5,5,77,77,77,5,77,77,4,77,10,10,77,7,6,1,9,77,9,9,5,7,10,3,8,5,6,4,4,0,5,0,7,8,77,8,9,3,1,8,5,0,6,7,77,8,10,8,10,77,9,5,6,7,5,5,4,7,7,8,2,Hispanic,18-29,Some college,Independent,Male,24
378,378,8,1,77,10,9,8,7,8,5,10,10,0,9,8,8,8,8,0,77,5,1,4,8,5,7,77,10,9,10,77,77,8,8,77,9,9,6,9,10,8,77,77,9,77,77,77,77,77,77,77,77,0,8,77,9,9,0,8,9,0,5,6,77,77,8,0,5,2,0,0,7,4,6,0,77,5,5,1,0,2,6,7,10,1,8,1,8,7,8,2,7,8,77,9,77,6,5,"Black, non-Hispanic",18-29,BA or above,Independent,Female,23
379,379,2,1,5,8,8,8,5,8,10,10,7,9,10,10,7,10,5,1,0,10,9,9,77,6,8,5,9,10,77,77,0,0,10,5,8,5,8,5,8,77,10,5,10,10,9,5,10,10,0,8,8,9,7,10,5,8,10,8,8,3,8,10,6,8,8,1,2,1,8,7,5,7,8,10,10,7,5,77,0,1,4,6,10,5,5,5,10,6,3,4,5,10,10,10,10,10,1,"Black, non-Hispanic",45-59,BA or above,Independent,Male,54
380,380,5,1,5,5,5,5,77,0,77,5,7,5,77,10,10,77,5,0,5,10,7,5,5,10,10,10,8,5,5,0,5,5,0,10,10,10,10,5,5,10,77,77,10,5,77,77,10,5,5,77,6,1,10,9,7,7,2,8,8,6,5,5,5,6,5,1,77,1,7,7,4,8,5,5,1,1,0,0,5,8,4,7,10,10,10,7,9,10,9,5,3,7,3,77,9,3,0,"White, non-Hispanic",45-59,Some college,Democrat,Female,46
381,381,25,1,8,7,6,2,6,5,6,2,5,5,9,7,9,5,6,0,3,3,5,2,5,2,6,4,4,4,3,0,5,4,6,7,8,4,5,3,8,5,5,4,6,10,6,5,4,5,5,6,6,3,8,0,7,7,9,5,8,5,5,5,6,3,6,0,4,3,7,5,6,6,8,0,0,0,0,0,4,2,5,7,10,7,3,1,6,7,8,3,9,10,10,10,4,4,5,"White, non-Hispanic",45-59,BA or above,Republican,Male,52
382,382,14,1,3,3,7,10,8,6,0,10,10,7,10,10,10,10,77,0,1,8,2,0,10,0,10,3,10,10,10,0,0,0,10,10,10,10,10,10,10,2,10,77,7,7,6,10,10,10,0,10,7,2,9,10,9,10,5,10,10,1,10,10,10,10,1,0,1,8,2,5,10,5,10,6,3,10,0,0,0,0,10,10,10,10,8,10,10,4,10,0,8,10,1,10,10,8,2,Hispanic,60+,BA or above,Independent,Male,71
383,383,20,1,3,7,4,6,5,5,77,10,4,10,77,0,77,77,10,10,10,77,0,77,0,10,10,10,0,0,0,0,10,10,2,0,8,10,10,5,77,10,77,4,10,10,10,8,0,6,5,10,6,10,7,0,0,0,5,10,0,2,0,7,10,0,10,10,10,0,0,0,0,0,7,9,0,0,0,0,10,7,2,1,8,0,0,0,8,8,0,10,10,8,3,0,0,1,5,"White, non-Hispanic",45-59,Some college,Republican,Female,56
384,384,26,1,8,2,9,1,9,9,3,5,0,10,2,2,2,2,8,9,5,0,1,0,8,5,7,10,0,2,7,0,10,3,0,0,10,7,8,0,10,2,3,6,3,5,2,0,0,3,8,5,7,3,8,2,8,8,5,5,7,2,1,3,7,0,8,8,7,1,1,0,8,6,9,5,2,7,7,0,8,6,5,8,9,8,7,2,9,2,6,7,7,5,8,1,2,4,8,"White, non-Hispanic",45-59,BA or above,Republican,Male,52
385,385,17,1,3,7,8,5,5,5,10,10,7,10,5,7,9,8,5,0,0,8,10,10,10,5,10,4,10,10,77,10,5,5,8,10,10,10,10,8,10,10,5,6,7,7,6,77,10,7,77,6,3,5,10,6,9,9,10,9,10,2,8,10,10,10,5,0,0,5,10,9,10,10,10,0,5,10,0,0,0,9,10,10,10,10,10,10,10,10,77,7,8,10,2,10,10,10,5,"White, non-Hispanic",45-59,Some college,Independent,Female,47
386,386,17,1,3,5,8,7,5,5,7,7,10,3,10,8,8,10,5,3,4,7,6,8,2,10,8,0,8,7,6,5,1,3,7,7,10,7,7,7,10,8,7,5,9,8,5,7,10,7,4,8,98,2,8,6,7,8,7,8,10,3,10,10,10,10,6,3,3,7,8,10,6,10,8,2,5,5,5,5,3,2,7,7,10,8,8,8,10,10,10,5,7,10,5,7,10,8,4,"White, non-Hispanic",60+,BA or above,Democrat,Male,70
387,387,5,1,2,0,10,10,10,10,10,5,10,5,10,10,7,10,5,0,0,5,5,10,0,10,10,5,10,10,5,5,0,2,10,10,10,10,10,10,10,10,10,0,10,10,5,10,8,8,0,10,3,0,10,8,7,7,8,9,10,3,10,10,10,8,3,0,1,8,8,10,0,10,10,0,6,9,4,8,0,2,10,10,10,10,10,7,10,8,10,0,10,10,5,10,10,5,0,"White, non-Hispanic",45-59,BA or above,Democrat,Male,57
388,388,26,1,5,0,10,10,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,10,10,10,5,0,0,10,10,10,10,10,10,10,10,10,0,8,10,5,10,10,10,2,10,7,0,10,10,3,7,3,10,10,0,10,10,7,10,0,0,2,8,10,5,0,10,10,0,8,10,10,3,0,0,10,10,10,10,10,10,10,10,10,6,8,5,2,10,10,8,3,"White, non-Hispanic",18-29,BA or above,Democrat,Male,27
389,389,11,1,5,10,10,2,7,8,2,0,0,10,0,2,0,0,8,7,7,2,3,5,10,5,7,10,0,0,0,0,10,10,7,2,5,3,4,4,5,10,0,8,9,8,9,5,5,5,10,5,8,5,10,5,7,7,5,7,6,9,0,5,5,0,7,6,5,0,0,0,10,5,8,8,0,0,0,0,7,9,5,5,8,5,8,77,10,10,0,10,10,10,5,3,5,6,77,"White, non-Hispanic",60+,Some college,Republican,Male,60
390,390,22,1,5,8,5,7,7,0,8,8,8,10,77,9,10,77,2,0,0,5,6,0,10,0,7,7,0,0,0,5,8,5,8,8,10,10,10,8,77,10,77,5,5,5,0,77,2,2,5,5,6,1,8,4,8,8,3,5,9,4,9,8,8,3,8,4,7,4,7,1,8,1,8,1,3,2,4,5,2,2,8,10,10,8,1,8,10,10,8,1,6,8,5,9,4,6,2,"White, non-Hispanic",30-44,BA or above,Republican,Male,35
391,391,30,1,1,1,8,6,8,10,77,9,10,77,10,10,77,77,3,0,0,6,5,9,0,10,6,0,7,7,77,77,0,0,8,7,10,10,10,7,10,77,10,0,7,10,77,8,9,8,1,5,4,1,9,5,6,8,77,7,9,3,7,7,7,4,1,0,2,4,6,1,1,7,7,0,7,5,0,0,0,0,5,5,9,77,77,3,9,1,7,5,8,9,7,9,7,6,0,"White, non-Hispanic",30-44,BA or above,Democrat,Female,41
